stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
A--11255,A--11255,194A08,,4.619313115896570000,-74.156386349217700000,0,,0
A--11256,A--11256,106B08,,4.622389282643720000,-74.154740515003700000,0,,0
A--11257,A--11257,561A08,,4.623581615997860000,-74.152868680674000000,0,,0
A--11258,A--11258,124A08,,4.622260115960860000,-74.151401679880900000,0,,0
A--11259,A--11259,204A08,,4.624120116002610000,-74.148867678518000000,0,,0
A--11260,A--11260,091A08,,4.626229616049820000,-74.146919844129700000,0,,0
A--11262,A--11262,114A08,,4.629002449471880000,-74.156897016165400000,0,,0
A--11263,A--11263,006A08,,4.626372616077160000,-74.159318684107400000,0,,0
A--11264,A--11264,008A08,,4.623021949336960000,-74.162548852476300000,0,,0
A--11265,A--11265,220A08,,4.620158115933540000,-74.162106185575300000,0,,0
A--11266,A--11266,127B08,,4.620816949274190000,-74.159832017707800000,0,,0
A--11267,A--11267,150B08,,4.622765449323630000,-74.158044183435500000,0,,0
A--11268,A--11268,186A08,,4.625682116063240000,-74.157557849844900000,0,,0
A--11269,A--11269,187A08,,4.628103616115470000,-74.157514183157000000,0,,0
A--11270,A--11270,188A08,,4.630554282840910000,-74.155285681974000000,0,,0
A--11272,A--11272,033A09,,4.613348782403770000,-74.150536012743300000,0,,0
A--11273,A--11273,035B09,,4.610729374895510000,-74.148769550349700000,0,,0
A--11274,A--11274,037A09,,4.606079948880340000,-74.145500010004500000,0,,0
A--11280,A--11280,036A09,,4.610509615664630000,-74.148401344921800000,0,,0
A--11281,A--11281,034A09,,4.613577282414460000,-74.150477012708200000,0,,0
A--11282,A--11282,DESCARGUE_3,,4.629695332915500000,-74.173770048712700000,0,,0
A--11283,A--11283,ALIMENT_1-1,,4.629345697086350000,-74.172924597757900000,0,,0
A--11284,A--11284,ALIMENT_1-2,,4.629436236993260000,-74.172727187104300000,0,,0
A--11285,A--11285,ALIMENT_1-3,,4.629515447305910000,-74.172554906320000000,0,,0
A--11286,A--11286,ALIMENT_1-4,,4.629603379316060000,-74.172374518484300000,0,,0
A--11287,A--11287,DESCARGUE_2A,,4.629689064361800000,-74.173007253691200000,0,,0
A--11288,A--11288,ALIMENT_2-1,,4.629803815546900000,-74.172762653888400000,0,,0
A--11289,A--11289,ALIMENT_2-2,,4.629899184728190000,-74.172562495768600000,0,,0
A--11291,A--11291,ALIMENT_3-1,,4.630005509873660000,-74.173140729010300000,0,,0
A--11292,A--11292,ALIMENT_3-2,,4.630117709410540000,-74.172907162338200000,0,,0
A--11293,A--11293,ALIMENT_3-3,,4.630214655186890000,-74.172708454689700000,0,,0
A--11294,A--11294,PLAT.D.DES.,,4.629396675591220000,-74.173652376133300000,0,,0
A--113,A--113,204A05,,4.699053617829540000,-74.130248168280200000,0,,0
A--11304,A--11304,272A08_ET  KR 87 - CL 56 Sur,,4.623705282721640000,-74.183548696550700000,0,,0
A--11307,A--11307,086A07,,4.640941116404810000,-74.140395673900800000,0,,0
A--11308,A--11308,085A07,,4.638991623949710000,-74.141386180109700000,0,,0
A--11309,A--11309,077A07,,4.635685949619730000,-74.143739342397200000,0,,0
A--11310,A--11310,084A07,,4.635531782947440000,-74.143776175755300000,0,,0
A--11311,A--11311,202A07,,4.637704116333680000,-74.145170176521200000,0,,0
A--11312,A--11312,166A07,,4.639704283049880000,-74.146138177047300000,0,,0
A--11313,A--11313,183A07,,4.642690616457970000,-74.144938343063600000,0,,0
A--11314,A--11314,186A07,,4.645230783184180000,-74.144000175880600000,0,,0
A--11316,A--11316,133A07,,4.643229783158020000,-74.156775349443300000,0,,0
A--11317,A--11317,155a07,,4.646270783234320000,-74.155281348649100000,0,,0
A--11318,A--11318,151A07,,4.649312616644670000,-74.157144682976400000,0,,0
A--11319,A--11319,297A07,,4.651541116708130000,-74.159113017350800000,0,,0
A--11320,A--11320,347A07,,4.649614783323030000,-74.160763518222200000,0,,0
A--11321,A--11321,299A07,,4.646881949924520000,-74.158717350469100000,0,,0
A--11322,A--11322,153A07,,4.648598783289250000,-74.155400515378600000,0,,0
A--11323,A--11323,348A07,,4.647577783261590000,-74.153617847763100000,0,,0
A--11324,A--11324,158A07,,4.649386283300270000,-74.152108513615500000,0,,0
A--11325,A--11325,219A07,,4.651658616693110000,-74.151119846420500000,0,,0
A--11326,A--11326,176A07,,4.650295116658260000,-74.149696512322400000,0,,0
A--11327,A--11327,152A07,,4.648239783280690000,-74.154033014646000000,0,,0
A--11336,A--11336,147A08,,4.632793549473400000,-74.184934243845500000,0,,0
A--11337,A--11337,162A13_CE,,4.545004384303660000,-74.096025714087700000,0,,0
A--11338,A--11338,016A13_CE,,4.554328302748370000,-74.092265719894600000,0,,0
A--11339,A--11339,069A13_CE,,4.551520695698760000,-74.092092239599400000,0,,0
A--11340,A--11340,019A13_CE,,4.549562051579240000,-74.092622271525500000,0,,0
A--11341,A--11341,165A13_CE,,4.546643027586340000,-74.094844032913000000,0,,0
A--11342,A--11342,161A13_CE,,4.545922226724640000,-74.096658995954900000,0,,0
A--11343,A--11343,166A13_CE,,4.546984842064630000,-74.094452214591800000,0,,0
A--11344,A--11344,018A13_CE,,4.549271159445240000,-74.092560669106600000,0,,0
A--11345,A--11345,036A13_CE,,4.551051702411950000,-74.090991643190400000,0,,0
A--11346,A--11346,017A13_CE,,4.553977814859490000,-74.091598571638800000,0,,0
A--11350,A--11350,430A08,,4.630452153531920000,-74.153283457241600000,0,,0
A--11351,A--11351,064B08,,4.631181368762100000,-74.151185971162600000,0,,0
A--11352,A--11352,181A07,,4.643772985445950000,-74.145582745705200000,0,,0
A--11353,A--11353,441A13,,4.523386609277440000,-74.089562920719900000,0,,0
A--11354,A--11354,442A13,,4.524731368765900000,-74.091160873223100000,0,,0
A--11355,A--11355,072A12,,4.566820995093760000,-74.102871492686800000,0,,0
A--11356,A--11356,302A12,,4.567410962975620000,-74.105158368582400000,0,,0
A--1137,A--1137,258A05_GM,,4.701354840094150000,-74.124411902076000000,0,,0
A--114,A--114,205A05,,4.699656951179580000,-74.130768668579100000,0,,0
A--11502,A--11502,CDANQS_centro Administrativo Distrital,,4.624362513974540000,-74.083931092531300000,0,,0
A--11503,A--11503,Av. Americas - Corferias,,4.625563116678760000,-74.091570914204200000,0,,0
A--116,A--116,219A05_GM,,4.711515118156540000,-74.139518006803200000,0,,0
A--11611,A--11611,258A08,,4.621098541331080000,-74.184892972869000000,0,,0
A--11612,A--11612,465A13,,4.541617376505370000,-74.085509275058400000,0,,0
A--11613,A--11613,466A13,,4.544662955274070000,-74.084255108846500000,0,,0
A--11614,A--11614,467A13,,4.545423129194920000,-74.085723058363500000,0,,0
A--11615,A--11615,219A08,,4.633455092075870000,-74.204873894358200000,0,,0
A--11616,A--11616,248A08,,4.638387781569670000,-74.200966808887100000,0,,0
A--11617,A--11617,470A08,,4.635896857207760000,-74.205284726836200000,0,,0
A--11618,A--11618,600A08,,4.637068713679770000,-74.202763289921100000,0,,0
A--11619,A--11619,243A08,,4.636119609717080000,-74.199766621215200000,0,,0
A--11620,A--11620,363A08,,4.637982600273650000,-74.181563713731800000,0,,0
A--11622,A--11622,300A08,,4.641133096407120000,-74.185117817633400000,0,,0
A--11623,A--11623,518A08,,4.643041182017780000,-74.186076926005000000,0,,0
A--11624,A--11624,234A08,,4.643060479444000000,-74.188236482274500000,0,,0
A--11625,A--11625,233A08,,4.641084273327200000,-74.187234987657300000,0,,0
A--11626,A--11626,295A08,,4.636519510217250000,-74.184952635041200000,0,,0
A--11630,A--11630,477A13,,4.587254635930740000,-74.075987539191500000,0,,0
A--11631,A--11631,475A13,,4.582724741401720000,-74.076472908391900000,0,,0
A--11632,A--11632,462A13,,4.579757908726620000,-74.077853692617200000,0,,0
A--11633,A--11633,271A13,,4.578040854690360000,-74.078380008505300000,0,,0
A--11634,A--11634,460A13,,4.574681188632930000,-74.078809940754400000,0,,0
A--11635,A--11635,476A13,,4.584661204353690000,-74.075629362411100000,0,,0
A--11636,A--11636,481A13,,4.575140731957470000,-74.079573212251100000,0,,0
A--11637,A--11637,480A13,,4.577674616176500000,-74.079915729222800000,0,,0
A--11638,A--11638,479A13,,4.578910324863420000,-74.079535970429400000,0,,0
A--11639,A--11639,277A13,,4.580814834786940000,-74.080979117069700000,0,,0
A--11645,A--11645,412A13,,4.590177332188310000,-74.077990170817400000,0,,0
A--11646,A--11646,085A08,,4.639899885435010000,-74.184083460161900000,0,,0
A--11647,A--11647,361A08_MC,,4.636515293576650000,-74.184040130794200000,0,,0
A--11648,A--11648,544A08,,4.635802909314220000,-74.180522711690200000,0,,0
A--11649,A--11649,604A08,,4.638201840212270000,-74.185826695907400000,0,,0
A--11650,A--11650,134A07,,4.644211274309930000,-74.142345157649800000,0,,0
A--11651,A--11651,417A13,,4.589703635980320000,-74.070334467238900000,0,,0
A--11652,A--11652,364A13,,4.589395437948270000,-74.068641405606800000,0,,0
A--11653,A--11653,362A13,,4.587410774370810000,-74.068311977600400000,0,,0
A--11654,A--11654,306A13,,4.585222066664870000,-74.067726200987000000,0,,0
A--11658,A--11658,295A13,,4.582063936876970000,-74.072026634063100000,0,,0
A--11659,A--11659,301A13,,4.583542489974650000,-74.071371238090800000,0,,0
A--11661,A--11661,349A13,,4.587275914109340000,-74.071322910487700000,0,,0
A--11662,A--11662,348A13,,4.587369990750870000,-74.071351579838800000,0,,0
A--11664,A--11664,302A13,,4.583657280451040000,-74.071595253248500000,0,,0
A--11665,A--11665,296A13,,4.582092834463120000,-74.072089934019900000,0,,0
A--11666,A--11666,291A13,,4.580194873309210000,-74.072701867459400000,0,,0
A--11667,A--11667,300A13,,4.581862701136420000,-74.070300474693000000,0,,0
A--11668,A--11668,304A13,,4.583242929248650000,-74.069693966513800000,0,,0
A--11669,A--11669,360A13,,4.584067943374680000,-74.068947232335400000,0,,0
A--11670,A--11670,305A13,,4.585068175574220000,-74.067697206096000000,0,,0
A--11672,A--11672,363A13,,4.586804267761670000,-74.068007788150300000,0,,0
A--11673,A--11673,365A13,,4.589443495103590000,-74.068593936078600000,0,,0
A--11674,A--11674,448A13,,4.589829123870340000,-74.070614769650500000,0,,0
A--11707,A--11707,506A00,,4.603182535143700000,-74.064496534093900000,0,,0
A--11709,A--11709,414A09,,4.602830173033240000,-74.149446170738000000,0,,0
A--11710,A--11710,474A09,,4.604580394300110000,-74.150119101816400000,0,,0
A--11711,A--11711,505A09,,4.605545247047720000,-74.146961365542500000,0,,0
A--11712,A--11712,506A09,,4.605919210095360000,-74.145735532890600000,0,,0
A--11713,A--11713,410A13,,4.548395828656050000,-74.101299144988700000,0,,0
A--11726,A--11726,507A13,,4.547014414116700000,-74.100931593011200000,0,,0
A--11730,A--11730,405A13,,4.592200986844920000,-74.076321657450300000,0,,0
A--11731,A--11731,358A13,,4.593959220131140000,-74.075069801973300000,0,,0
A--11732,A--11732,354A13,,4.591798690180550000,-74.071406848007000000,0,,0
A--11733,A--11733,509A00,,4.601498581327240000,-74.060401226702300000,0,,0
A--11734,A--11734,510A00,,4.603070725652520000,-74.061652746759200000,0,,0
A--11735,A--11735,508A00,,4.602888651689670000,-74.061744919167400000,0,,0
A--11736,A--11736,500A00,,4.600025880372640000,-74.062457865808200000,0,,0
A--11737,A--11737,452A00,,4.592419415696140000,-74.071916608289900000,0,,0
A--11738,A--11738,632A00,,4.592688107725070000,-74.074968698058100000,0,,0
A--11766,A--11766,505A13,,4.530442910897100000,-74.090117534137400000,0,,0
A--11769,A--11769,154A13,,4.532708158667650000,-74.086996172263000000,0,,0
A--11770,A--11770,152A13,,4.532120376124840000,-74.089230895700300000,0,,0
A--11771,A--11771,377D05_GM,,4.698043715383380000,-74.141088315395200000,0,,0
A--11790,A--11790,018A08-ET  Av C. de Cali - CL 52 Sur,,4.624764949411520000,-74.178555360708900000,0,,0
A--11791,A--11791,366A08-ET  KR 87 CL 54C Sur ,,4.624468949410490000,-74.182277862584800000,0,,0
A--11792,A--11792,271A08-ET KR 87 - CL 56B Sur ,,4.623349949383220000,-74.184446197001600000,0,,0
A--11793,A--11793,367A08-ET  CL 57 Sur - KR 87D Bis ,,4.624752449421870000,-74.186325864596500000,0,,0
A--11794,A--11794,102A08-ET  KR 88C - CL 57B Sur,,4.627053116149860000,-74.189107199308900000,0,,0
A--11795,A--11795,104A08-ET  KR 88C - CL 58C Sur ,,4.626241782794130000,-74.191066700270300000,0,,0
A--11796,A--11796,304A09-ET,,4.624144978497950000,-74.190152832834600000,0,,0
A--11797,A--11797,266A08-ET  CL 58C Sur - KR87 Bis ,,4.622579176401710000,-74.186921779463700000,0,,0
A--11799,A--11799,385A08-ET  KR 87 - CL 54 Sur,,4.625075282755980000,-74.181346862121400000,0,,0
A--118,A--118,222A05,,4.714352451563760000,-74.141121507688900000,0,,0
A--11800,A--11800,329A08-ET CL 52A Sur - KR 86C,,4.625151282751610000,-74.179734194643900000,0,,0
A--11803,A--11803,034A13_CE,,4.555902954231660000,-74.095360387721200000,0,,0
A--11804,A--11804,033A13,,4.556087012323150000,-74.095383635509800000,0,,0
A--11805,A--11805,285A04,,4.703724784533650000,-74.095468147871300000,0,,0
A--11806,A--11806,286A04,,4.703762451202390000,-74.092723312857400000,0,,0
A--11807,A--11807,020A04,,4.707233784619700000,-74.092127312494100000,0,,0
A--11808,A--11808,028B04,,4.709041784662850000,-74.093281646539300000,0,,0
A--11809,A--11809,088A04,,4.711721284736710000,-74.096226815005500000,0,,0
A--11811,A--11811,023A04,,4.717615618230230000,-74.102597318858500000,0,,0
A--11812,A--11812,022A04,,4.714991332053900000,-74.099637480719200000,0,,0
A--11814,A--11814,130A04,,4.711723451407280000,-74.096376648427100000,0,,0
A--11815,A--11815,087A04,,4.708935951331600000,-74.093341979902500000,0,,0
A--11816,A--11816,019A04,,4.706888617942340000,-74.092528646070200000,0,,0
A--11817,A--11817,072A04,,4.705019617894760000,-74.092455812689800000,0,,0
A--11818,A--11818,PORTAL80_1,,4.709629270828460000,-74.110307324786900000,0,,0
A--11819,A--11819,PORTAL80_9,,4.709674933152720000,-74.110058113125400000,0,,0
A--11820,A--11820,385A05,,4.705916308659590000,-74.121531356511600000,0,,0
A--11821,A--11821,384A05,,4.705680065549600000,-74.120540635409500000,0,,0
A--11823,A--11823,233A04,,4.706850533874090000,-74.115138210240900000,0,,0
A--11824,A--11824,203A04,,4.704995030650010000,-74.116705890424600000,0,,0
A--11825,A--11825,311A04,,4.706650918787890000,-74.117145828435500000,0,,0
A--11826,A--11826,312A04,,4.709782220049850000,-74.115575675167500000,0,,0
A--11827,A--11827,1-2 GARCES NAVAS,,4.709967270256390000,-74.110016229561100000,0,,0
A--11828,A--11828,158A04,,4.709034567451930000,-74.120937442257300000,0,,0
A--11830,A--11830,169A04,,4.710802695463540000,-74.119352427896000000,0,,0
A--11831,A--11831,407A04,,4.712691484512760000,-74.117637593971000000,0,,0
A--11832,A--11832,147A04,,4.713885972975980000,-74.117784477211800000,0,,0
A--11833,A--11833,170A04,,4.713371581179080000,-74.118481656440400000,0,,0
A--11834,A--11834,406A00,,4.711301384341560000,-74.120013269888700000,0,,0
A--11841,A--11841,032A04,,4.715795896977100000,-74.118916448760200000,0,,0
A--11842,A--11842,1-3 VILLAS DE GRANADA,,4.709913774107280000,-74.110308338684300000,0,,0
A--11843,A--11843,146A04_MX,,4.715378759683910000,-74.116322723961900000,0,,0
A--11844,A--11844,144A04,,4.716975469155080000,-74.117748430797200000,0,,0
A--11845,A--11845,140A04_MX,,4.719393479416880000,-74.119284070473300000,0,,0
A--11846,A--11846,320A04,,4.723137820145470000,-74.122099379417000000,0,,0
A--11847,A--11847,261A05,,4.705147157743210000,-74.125175736035800000,0,,0
A--11848,A--11848,GRANJA CRA 77,,4.698521884706010000,-74.094427183263800000,0,,0
A--11849,A--11849,1-8 CALLE 80,,4.709966870823410000,-74.109940206138100000,0,,0
A--11851,A--11851,396A04,,4.726294300363870000,-74.125243200091400000,0,,0
A--11852,A--11852,FLORIDA,,4.697988318228590000,-74.094676578952900000,0,,0
A--11853,A--11853,053A05,,4.699156770068530000,-74.114371726814100000,0,,0
A--11855,A--11855,103A02_MC,,4.783697922505290000,-74.041450664048700000,0,,0
A--11856,A--11856,276A01_MC,,4.783655188773520000,-74.040787731664800000,0,,0
A--11857,A--11857,104A02,,4.806506301984250000,-74.037692424255700000,0,,0
A--11858,A--11858,331A01,,4.806486815456380000,-74.036912217620500000,0,,0
A--11859,A--11859,569A01,,4.801869332248810000,-74.037633228829000000,0,,0
A--11860,A--11860,346A02,,4.801373161835450000,-74.038492329494500000,0,,0
A--11861,A--11861,099A02,,4.791145158874330000,-74.040159449763700000,0,,0
A--11862,A--11862,166A02,,4.796904340134000000,-74.039295954464000000,0,,0
A--11863,A--11863,275A01_MC,,4.777316621436240000,-74.041845023598100000,0,,0
A--11864,A--11864,101A02_MC,,4.776801771591480000,-74.042563208483600000,0,,0
A--11865,A--11865,102A02_MC,,4.772376944082320000,-74.043360215833600000,0,,0
A--11866,A--11866,274A01_MC,,4.771823448443010000,-74.042663778320600000,0,,0
A--11867,A--11867,338A02,,4.769961959492260000,-74.043747715250700000,0,,0
A--11868,A--11868,657A01,,4.769938573259700000,-74.043009012250500000,0,,0
A--11869,A--11869,285A02,,4.765454434875550000,-74.046690966780800000,0,,0
A--11874,A--11874,169A02,,4.762637943129160000,-74.049480962508800000,0,,0
A--11875,A--11875,597A01,,4.760984590235780000,-74.047253411907700000,0,,0
