stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
C--39677,C--39677,422A13,,4.564710230910100000,-74.083864196818800000,0,,0
C--39678,C--39678,263A02,,4.745103406300520000,-74.048519423290200000,0,,0
C--39679,C--39679,260A02,,4.745871593140580000,-74.051770280745600000,0,,0
C--39680,C--39680,230A02,,4.743892740060160000,-74.054054721793200000,0,,0
C--39697,C--39697,252A02_COLINA,,4.722140617190230000,-74.052143866211900000,0,,0
C--39698,C--39698,269A02_CANÓDROMO,,4.714129948632330000,-74.053747976651800000,0,,0
C--39699,C--39699,065A02,,4.716244020406400000,-74.060319909674800000,0,,0
C--39708,C--39708,276A02,,4.745045331510180000,-74.058048089397400000,0,,0
C--39709,C--39709,257A02,,4.733870228728560000,-74.051301258685300000,0,,0
C--39710,C--39710,212A02,,4.738659188433970000,-74.060834578838200000,0,,0
C--39711,C--39711,213A02,,4.738549744813460000,-74.060901871605200000,0,,0
C--39712,C--39712,209A02,,4.738342693939050000,-74.064721402781700000,0,,0
C--39713,C--39713,211A02,,4.736685437041600000,-74.062860944194700000,0,,0
C--39714,C--39714,206A02,,4.723294305835720000,-74.069692425948200000,0,,0
C--39715,C--39715,179A02,,4.719461291281080000,-74.071241199093500000,0,,0
C--39716,C--39716,121A02,,4.724448062504680000,-74.054560300440600000,0,,0
C--39719,C--39719,079A02,,4.719223036733400000,-74.055996938632500000,0,,0
C--39720,C--39720,184A02,,4.711215240886050000,-74.058825218301700000,0,,0
C--39721,C--39721,191A02,,4.712122333705430000,-74.059706151852200000,0,,0
C--39722,C--39722,189A02,,4.712342020319850000,-74.062004163883100000,0,,0
C--39723,C--39723,063A02,,4.715957027892080000,-74.057425164185800000,0,,0
C--39724,C--39724,185A02,,4.709794450751690000,-74.055395212434400000,0,,0
C--39806,C--39806,067A02,,4.718223989158600000,-74.069401052221600000,0,,0
C--40008,C--40008,310A02,,4.738911370996170000,-74.062713025081200000,0,,0
C--40101,C--40101,178A02,,4.809835844419350000,-74.037116440679400000,0,,0
C--40168,C--40168,463A13,,4.579991713021900000,-74.077932383952200000,0,,0
C--40229,C--40229,431A12_Br. La Paz,,4.543403349596250000,-74.115914243428800000,0,,0
C--40230,C--40230,432A12_Br. La Paz (El Cebadal),,4.543479943649960000,-74.115782866818000000,0,,0
C--40232,C--40232,433A12_TZ,,4.542832064651850000,-74.113433322327000000,0,,0
C--40234,C--40234,434A12_TZ,,4.542901660455890000,-74.113536761876000000,0,,0
C--40236,C--40236,435A12_TZ,,4.545674634602660000,-74.109289489411100000,0,,0
C--40521,C--40521,104A06,,4.683964617447110000,-74.125279665446000000,0,,0
C--40524,C--40524,330A06,,4.682155117416060000,-74.132502169535200000,0,,0
C--40525,C--40525,114A06,,4.681164117390120000,-74.134575337368700000,0,,0
C--40526,C--40526,374A06,,4.679268894771130000,-74.137132219688300000,0,,0
C--40527,C--40527,113A06,,4.678079117326780000,-74.139523673447600000,0,,0
C--40559,C--40559,125A06,,4.684154617443450000,-74.124553498368400000,0,,0
C--40802,C--40802,717A00,,4.592467281744850000,-74.081335639005200000,0,,0
C--40803,C--40803,302A13,,4.584119281523990000,-74.072301966596900000,0,,0
C--40804,C--40804,296A13,,4.582115114801810000,-74.072054299765900000,0,,0
C--40805,C--40805,424A13,,4.585998614903640000,-74.071630799494200000,0,,0
C--40806,C--40806,300A13,,4.581920948129220000,-74.070302965305400000,0,,0
C--40807,C--40807,360A13,,4.584148448185260000,-74.069011131142300000,0,,0
C--40808,C--40808,305A13,,4.584877614860510000,-74.067766297006800000,0,,0
C--40809,C--40809,304A13,,4.583282114828490000,-74.069703964918500000,0,,0
C--40810,C--40810,363A13,,4.586810114913770000,-74.067945297124100000,0,,0
C--40811,C--40811,448A13,,4.589795121508030000,-74.070758784716200000,0,,0
C--40815,C--40815,657A00,,4.593516615110850000,-74.080960972106000000,0,,0
C--40818,C--40818,306A13,,4.585277281534710000,-74.067641296922000000,0,,0
C--40819,C--40819,446A13,,4.583695948161310000,-74.066793463036900000,0,,0
C--40820,C--40820,314A13,,4.582453948137060000,-74.067182296626800000,0,,0
C--40821,C--40821,295A13,,4.582135448137910000,-74.072015133075000000,0,,0
C--40822,C--40822,301A13,,4.583580781502650000,-74.071396132679500000,0,,0
C--41560,C--41560,520A13,,4.576253036730770000,-74.078656389227900000,0,,0
C--41561,C--41561,521A13,,4.577576065080500000,-74.079388862665900000,0,,0
C--42234,C--42234,348A02,,4.737642791106130000,-74.059812796083300000,0,,0
C--42331,C--42331,527A13 AK10-CL2,,4.591651448399770000,-74.083209973514700000,0,,0
C--42332,C--42332,676A00 AK10-CL4,,4.593797115112020000,-74.081781472618400000,0,,0
C--42358,C--42358,218A13 KR8-CL17-SUR,,4.575838614689610000,-74.091592312033700000,0,,0
C--42363,C--42363,153A01,,4.727088419586120000,-74.049670365542400000,0,,0
C--42390,C--42390,523A13,,4.560994887441090000,-74.089631371904200000,0,,0
C--42527,C--42527,143A01,,4.731805026504040000,-74.048090314126700000,0,,0
C--42528,C--42528,142A01,,4.726756030216130000,-74.045243772630600000,0,,0
C--42529,C--42529,639A01,,4.731109394842480000,-74.049385559704100000,0,,0
C--42668,C--42668,238B01_CE,,4.722159504287570000,-74.026314937634100000,0,,0
C--42672,C--42672,139A08,,4.626235070329670000,-74.136688735931900000,0,,0
C--42673,C--42673,151A08,,4.622153621305970000,-74.137140432015000000,0,,0
C--42675,C--42675,497A08,,4.619439621063670000,-74.133159369368100000,0,,0
C--42697,C--42697,623A08,,4.620318398690500000,-74.136610839909200000,0,,0
C--42698,C--42698,624A08,,4.616685416109360000,-74.132777472983300000,0,,0
C--42699,C--42699,622A08,,4.613927402065190000,-74.131775532814400000,0,,0
C--42700,C--42700,625A08,,4.614521784672970000,-74.134587129456100000,0,,0
C--42701,C--42701,626A08,,4.615667299954160000,-74.132460559632100000,0,,0
C--42702,C--42702,195A02,,4.721554446548650000,-74.055079166765200000,0,,0
C--42715,C--42715,395A12 - Br. Callejon Santa Barbara,,4.560302525809520000,-74.113775380460200000,0,,0
C--42739,C--42739,094B08,,4.629681539267160000,-74.135787367741600000,0,,0
C--42774,C--42774,438A12,,4.550190966617140000,-74.108546995469900000,0,,0
C--42775,C--42775,439A12,,4.550019926246070000,-74.108704870604300000,0,,0
C--42813,C--42813,470A12,,4.556903805153010000,-74.108341057492600000,0,,0
C--42814,C--42814,471A12,,4.557085661489240000,-74.110674889996100000,0,,0
C--42815,C--42815,280A12,,4.555706734262900000,-74.110856924779000000,0,,0
C--43199,C--43199,394A05,,4.670098040127400000,-74.112893674599500000,0,,0
C--43212,C--43212,471A05,,4.671341086767880000,-74.110806516227300000,0,,0
C--43213,C--43213,472A05,,4.672910364532900000,-74.109276876418600000,0,,0
C--43214,C--43214,473A05,,4.672893047978730000,-74.109439171781800000,0,,0
C--43215,C--43215,474A05,,4.671292820722980000,-74.110997115486700000,0,,0
C--43435,C--43435,357A02,,4.734946529907260000,-74.060113190629900000,0,,0
C--43437,C--43437,354A02,,4.734207833269990000,-74.057108593798000000,0,,0
C--43438,C--43438,355A02,,4.734116036632910000,-74.057483113263000000,0,,0
C--43439,C--43439,353A02,,4.732675499192870000,-74.054508220172100000,0,,0
C--43440,C--43440,352A02,,4.732765596977750000,-74.054187426050000000,0,,0
C--43441,C--43441,351A02,,4.731982053349330000,-74.050684038217900000,0,,0
C--43454,C--43454,356A02,,4.734511962545850000,-74.059738322834700000,0,,0
C--43482,C--43482,277A13_CE,,4.580809587043940000,-74.080938687945000000,0,,0
C--43483,C--43483,281A13_CE,,4.582289459727410000,-74.079446131644100000,0,,0
C--43484,C--43484,283A13_CE,,4.582668783518540000,-74.078711811878900000,0,,0
C--43485,C--43485,329A13_CE,,4.584996513199840000,-74.077621622337600000,0,,0
C--43486,C--43486,330A13_CE,,4.585273124495000000,-74.077345076454200000,0,,0
C--43487,C--43487,508A13_CE,,4.572045429708070000,-74.079595761808700000,0,,0
C--43491,C--43491,542A13_CE,,4.587308076089850000,-74.076029462100200000,0,,0
C--43492,C--43492,539A13_CE,,4.587110352440240000,-74.075853597224700000,0,,0
C--43493,C--43493,536A13_CE,,4.586853410292920000,-74.074128594122100000,0,,0
C--43494,C--43494,540A13_CE,,4.588392947954400000,-74.074401204515800000,0,,0
C--43495,C--43495,541A13_CE,,4.589624459419350000,-74.073410395707800000,0,,0
C--4393,C--4393,060A06,,4.661401783522690000,-74.111020323816000000,0,,0
C--4394,C--4394,396A06,,4.661279950177080000,-74.109042155988400000,0,,0
C--43964,C--43964,275A02,,4.743189488880290000,-74.058950517809300000,0,,0
C--43973,C--43973,359A02,,4.744539389119510000,-74.055244929812200000,0,,0
C--43974,C--43974,360A02,,4.742630806370220000,-74.057764078857300000,0,,0
C--43975,C--43975,558A13_TV 4 Este - CL 21 A Sur,,4.567274916293690000,-74.085389311986700000,0,,0
C--43983,C--43983,344A01_CE,,4.770450702463650000,-74.034857567485200000,0,,0
C--43984,C--43984,459A01_CE,,4.769686806064520000,-74.032230532268200000,0,,0
C--43985,C--43985,433A01_CE,,4.770571945811010000,-74.038241534319400000,0,,0
C--43986,C--43986,347A01_CE,,4.770534060530900000,-74.040182501582800000,0,,0
C--43988,C--43988,146a01_CC-SANTAFE_CE,,4.764238175065210000,-74.043835893849200000,0,,0
C--43990,C--43990,333A13_CE,,4.589027558092440000,-74.077084158959300000,0,,0
C--43992,C--43992,451A12_TZ,,4.576264788197700000,-74.094430755372200000,0,,0
C--4400,C--4400,351A06,,4.668665783730930000,-74.123394331025300000,0,,0
C--4401,C--4401,352A06,,4.666821450351670000,-74.125499832222000000,0,,0
C--4402,C--4402,353A06,,4.664998616980340000,-74.127511166702600000,0,,0
C--4403,C--4403,087A06,,4.664314616965360000,-74.128650667344200000,0,,0
C--44046,C--44046,364A02,,4.746934213678630000,-74.047572158713100000,0,,0
C--44070,C--44070,338A02,,4.770440693806620000,-74.043673680377900000,0,,0
C--4408,C--4408,180A06,,4.663730950279360000,-74.128207333763600000,0,,0
C--4409,C--4409,354A06,,4.662034616904610000,-74.125489998884200000,0,,0
C--4410,C--4410,247A06,,4.663330783596420000,-74.124018831373100000,0,,0
C--4411,C--4411,355A06,,4.664144616942230000,-74.121959830190000000,0,,0
C--4412,C--4412,356A06,,4.665473783641160000,-74.120483162678000000,0,,0
C--4413,C--4413,347A06,,4.667629450354300000,-74.118086327956600000,0,,0
C--4414,C--4414,280A06,,4.669403450396210000,-74.116115326817900000,0,,0
C--4415,C--4415,376A06,,4.669130783722590000,-74.113785992122600000,0,,0
C--44276,C--44276,534A13_CE,,4.574766666211850000,-74.081772240168600000,0,,0
C--44277,C--44277,404A12_Br. Diana Turbay Cultivos,,4.542199656074610000,-74.104914382355700000,0,,0
C--44437,C--44437,334A06_CE,,4.684393721448900000,-74.126557558980600000,0,,0
C--44439,C--44439,333A06_Cl25gxK96,,4.683361961659040000,-74.126205209931300000,0,,0
C--44440,C--44440,229A06,,4.685484232584710000,-74.152203771002000000,0,,0
C--44441,C--44441,369A06_CE,,4.682899395259860000,-74.123323801262900000,0,,0
C--44442,C--44442,370A06_CE,,4.680821133446630000,-74.122581008214600000,0,,0
C--44443,C--44443,371A06,,4.678838558672540000,-74.121827801891400000,0,,0
C--44444,C--44444,189A06_CE,,4.676464735676530000,-74.128957042160700000,0,,0
C--44445,C--44445,072A06,,4.679379461359740000,-74.131985428396900000,0,,0
C--44446,C--44446,373A06,,4.680859723611680000,-74.131556228355500000,0,,0
C--44447,C--44447,081A06,,4.678037681245480000,-74.142124579812400000,0,,0
C--44448,C--44448,091A06,,4.680061356418630000,-74.144084349084700000,0,,0
C--44449,C--44449,084A06,,4.681993961189680000,-74.145989942132900000,0,,0
C--44450,C--44450,432A06,,4.683201746401630000,-74.148502228580100000,0,,0
C--44451,C--44451,303A06,,4.681437217718120000,-74.150439524031400000,0,,0
C--44452,C--44452,209A06,,4.682983309125440000,-74.152059869722400000,0,,0
C--44453,C--44453,300A06,,4.685490534184830000,-74.145743124125300000,0,,0
C--44454,C--44454,297A06,,4.687050320710030000,-74.143466649575200000,0,,0
C--44455,C--44455,316A06,,4.685427755896730000,-74.142043656751300000,0,,0
C--44456,C--44456,317A06,,4.683556325884330000,-74.140333337495300000,0,,0
C--44457,C--44457,320A06,,4.681479029405460000,-74.138526888233600000,0,,0
C--44501,C--44501,047A06_CE,,4.684827086357340000,-74.134646178966300000,0,,0
C--44502,C--44502,049A06_CE,,4.686919353559970000,-74.133040042403700000,0,,0
C--44503,C--44503,431A06_CE,,4.685791103968540000,-74.126809075053000000,0,,0
C--44506,C--44506,073A06_CE,,4.682688720716460000,-74.136261219972700000,0,,0
C--44519,C--44519,199A02,,4.713862935280440000,-74.062163990083400000,0,,0
C--45032,C--45032,657A01,,4.769932409180250000,-74.043015583232800000,0,,0
C--45034,C--45034,346A02,,4.801407274326600000,-74.038542106821800000,0,,0
C--45618,C--45618,248A12,,4.545215215936300000,-74.110056291053700000,0,,0
C--45622,C--45622,515A13,,4.586833213802810000,-74.083524600134600000,0,,0
C--45644,C--45644,565A13,,4.569678909813170000,-74.074418696665400000,0,,0
C--4606,C--4606,209A01,,4.722968618175590000,-74.026924602922600000,0,,0
C--46478,C--46478,241A12,,4.542988589298840000,-74.109735735101500000,0,,0
C--46479,C--46479,254A12,,4.541681543672490000,-74.109204460469500000,0,,0
C--46480,C--46480,465A12,,4.541773557599160000,-74.110514132388000000,0,,0
C--46481,C--46481,463A12,,4.542137212224440000,-74.111221369530200000,0,,0
C--46482,C--46482,253A12,,4.541731836081350000,-74.109028717771800000,0,,0
C--46483,C--46483,242A12,,4.542376702605610000,-74.109771570417300000,0,,0
C--46484,C--46484,464A12,,4.543941059476120000,-74.110102124160400000,0,,0
C--46547,C--46547,062A02,,4.715990034872620000,-74.056536453222100000,0,,0
C--46548,C--46548,064A02,,4.716383639448170000,-74.060381941187000000,0,,0
C--46549,C--46549,080A02,,4.716767894377600000,-74.063934199677900000,0,,0
C--46550,C--46550,066A02,,4.716993229636060000,-74.066010151739100000,0,,0
C--46551,C--46551,179A02,,4.718312238635710000,-74.069347700304700000,0,,0
C--46552,C--46552,180A02,,4.719361195252970000,-74.071916788522500000,0,,0
C--46553,C--46553,181A02,,4.720079295999550000,-74.074119770905500000,0,,0
C--46554,C--46554,081A02,,4.716651602282990000,-74.064066773820100000,0,,0
C--46555,C--46555,363A02,,4.716931317021970000,-74.066593217895200000,0,,0
C--46718,C--46718,101B13,,4.573880672098560000,-74.092524470457900000,0,,0
C--46719,C--46719,099B13,,4.575163759095310000,-74.093757251231700000,0,,0
C--46720,C--46720,085B12,,4.576505198094710000,-74.095280212183400000,0,,0
C--46927,C--46927,A13,,4.681126960029050000,-74.121475102119800000,0,,0
C--46930,C--46930,513A12_Br. Marruecos,,4.555007614910420000,-74.116124809759900000,0,,0
C--46983,C--46983,226A06,,4.684213669387500000,-74.154110513744300000,0,,0
C--46984,C--46984,227A06,,4.684293878342350000,-74.154063360803000000,0,,0
C--46985,C--46985,337A06,,4.687336423092600000,-74.155367254934100000,0,,0
C--46986,C--46986,339A06,,4.688870240907670000,-74.155913859665300000,0,,0
C--46987,C--46987,341A06,,4.689390314573500000,-74.157503386885300000,0,,0
C--4721,C--4721,212A01,,4.724744284902950000,-74.030510772101000000,0,,0
C--4722,C--4722,213A01,,4.726496618285530000,-74.034416774820700000,0,,0
C--4723,C--4723,215A01,,4.727544784986250000,-74.036769109783800000,0,,0
C--4724,C--4724,216A01,,4.729029118363170000,-74.040060945376500000,0,,0
C--47342,C--47342,070A06_GM,,4.658081517276860000,-74.112098572484300000,0,,0
C--47343,C--47343,147A06_GM,,4.668590594178320000,-74.121988906010000000,0,,0
C--47344,C--47344,180A06_GM,,4.663723896181940000,-74.128208551334600000,0,,0
C--47346,C--47346,354A06_GM,,4.662023236504230000,-74.125487962787000000,0,,0
C--47347,C--47347,247A06_GM,,4.663306153105400000,-74.124022019951000000,0,,0
C--47348,C--47348,355A06_GM,,4.664132978744010000,-74.121952328833700000,0,,0
C--47349,C--47349,356A06_GM,,4.665465105766150000,-74.120482851987200000,0,,0
C--47395,C--47395,440A06,,4.689480342821310000,-74.157093619991800000,0,,0
C--47396,C--47396,441A06,,4.687183939324740000,-74.155587131231600000,0,,0
C--47439,C--47439,358A02_MC,,4.727464752703510000,-74.063067693669200000,0,,0
C--47440,C--47440,Pq. Cedritos,,4.724217656361770000,-74.032953185093600000,0,,0
C--47442,C--47442,335A06_CE,,4.685042661384220000,-74.155145709425700000,0,,0
C--47443,C--47443,251A06,,4.687435582215470000,-74.149531436497500000,0,,0
C--47444,C--47444,302A06,,4.685875527639700000,-74.147182704219100000,0,,0
C--47455,C--47455,438A06,,4.686436136438480000,-74.156216530496900000,0,,0
C--47465,C--47465,365A13,,4.589478659718410000,-74.068641396360400000,0,,0
C--47628,C--47628,568A13,,4.579441636931940000,-74.081361418758300000,0,,0
C--47629,C--47629,275A13,,4.576987320687650000,-74.082486468526700000,0,,0
C--47630,C--47630,274A13,,4.577187027240820000,-74.081921773874700000,0,,0
C--47736,C--47736,515A12_Diana Turbay,,4.547719011215970000,-74.110459739937000000,0,,0
C--4798,C--4798,021A13_Br. 20 de Julio,,4.571495281267240000,-74.098336482819600000,0,,0
C--4812,C--4812,066A13_IED Enrique Olaya Herrera,,4.569358281212550000,-74.100198983946700000,0,,0
C--4813,C--4813,067A13_Br. Barcelona Sur,,4.565336281131490000,-74.105556987153200000,0,,0
C--4814,C--4814,068A12_Br. Puerto Rico,,4.560852947693330000,-74.110734656896600000,0,,0
C--4816,C--4816,070A12_Br. Callejón Santa Bárbara,,4.556913114269250000,-74.112148657720100000,0,,0
C--4817,C--4817,071A12_Br. Puerto Rico,,4.557188780934020000,-74.111499657340900000,0,,0
C--4818,C--4818,072A12_IED Enrique Olaya Herrera,,4.566912781160990000,-74.102763652148800000,0,,0
C--4829,C--4829,085A12_Br. Ciudad Jardín Sur,,4.577104114732250000,-74.096100148132300000,0,,0
C--4830,C--4830,096A13_Br. Barcelona Sur,,4.566902447822700000,-74.102403818599600000,0,,0
C--4831,C--4831,099A13,,4.575458448022500000,-74.094076313562000000,0,,0
C--4848,C--4848,212A13_Batallon José María Rosillo,,4.574528881644000000,-74.092863289318900000,0,,0
C--4849,C--4849,216A13,,4.577658033865320000,-74.091909401064200000,0,,0
C--4850,C--4850,278A12,,4.554056447523800000,-74.110760323566500000,0,,0
C--4851,C--4851,279A12,,4.554319614199160000,-74.110996657045400000,0,,0
C--4854,C--4854,292A12,,4.551707447462400000,-74.108116488666100000,0,,0
C--4855,C--4855,293A12_IED Colombia Viva,,4.551777243258560000,-74.108000951481100000,0,,0
C--56,C--56,085A12-C.Jardin,,4.577061679951000000,-74.096085223610000000,0,,0
C--59,C--59,099A13,,4.575416577221000000,-74.094050218528500000,0,,0
C--60,C--60,101A13-Sociego,,4.573980881318900000,-74.092603380342000000,0,,0
C--702,C--702,094A08_MdoAventura,,4.629715648163520000,-74.134415804519700000,0,,0
C--759,C--759,216A13,,4.577834179780480000,-74.092139917105200000,0,,0
C--760,C--760,212A13-Batallon,,4.574461855953370000,-74.092926365480700000,0,,0
C--784,C--784,329A12,,4.578110681145450000,-74.095600003464200000,0,,0
C--787,C--787,102A13,,4.573061863947160000,-74.092084665874200000,0,,0
C--788,C--788,104A13,,4.571829723810120000,-74.090831480873700000,0,,0
C--789,C--789,002A13,,4.570560433047030000,-74.088796178139800000,0,,0
C--790,C--790,105A13-Alcaldia,,4.569363521913870000,-74.086809856714600000,0,,0
C--792,C--792,003A13,,4.571285876280910000,-74.080559225082900000,0,,0
C--793,C--793,266A13,,4.570573300897190000,-74.077505386776800000,0,,0
C--794,C--794,269A13-Ins.Ciegos,,4.571528263292890000,-74.077050768596900000,0,,0
C--795,C--795,261A13,,4.574271113956730000,-74.081040744195100000,0,,0
C--798,C--798,106A13,,4.569577273783340000,-74.086779002217600000,0,,0
C--799,C--799,001A13,,4.571180810081850000,-74.089474612893100000,0,,0
C--800,C--800,103A13-Exito,,4.572022274185400000,-74.090763758249800000,0,,0
C--811,C--811,006A13,,4.568449680239500000,-74.085984910167100000,0,,0
C--812,C--812,008A13,,4.564560698771570000,-74.087112982812400000,0,,0
C--813,C--813,010A13,,4.562892195335310000,-74.088796090106700000,0,,0
C--814,C--814,012A13-Pq G.Cortez,,4.559111402228790000,-74.090650178651600000,0,,0
C--815,C--815,200A13,,4.557873998181180000,-74.089411627537400000,0,,0
C--816,C--816,204A13,,4.558772038745210000,-74.087068387176500000,0,,0
C--817,C--817,011A13,,4.561861487583560000,-74.089105455834600000,0,,0
C--818,C--818,009A13,,4.564623074185880000,-74.087056327715300000,0,,0
C--820,C--820,007A13,,4.568415642994550000,-74.085961021132900000,0,,0
D--11377,D--11377,K7 - CL34,,4.622154115502420000,-74.066682296156000000,0,,0
D--11378,D--11378,K7 - CL37,,4.624979449046850000,-74.065888629144300000,0,,0
D--11379,D--11379,K7 -  CL40,,4.628249616178650000,-74.065048128809600000,0,,0
D--11380,D--11380,K7  -  CL45,,4.632089283095570000,-74.063935794857600000,0,,0
D--11381,D--11381,K7 - CL50,,4.637046782861150000,-74.063397293799400000,0,,0
D--11382,D--11382,K7 - CL57,,4.643012783368280000,-74.061882793313400000,0,,0
D--11383,D--11383,K7 - CL61,,4.646546616331450000,-74.060398125801700000,0,,0
D--11384,D--11384,K7 - CL66,,4.650352616069760000,-74.058460291421900000,0,,0
D--11385,D--11385,K7 - CL70A,,4.653803284705030000,-74.055756630283000000,0,,0
D--11386,D--11386,K7 - CL73,,4.656534159247710000,-74.054362865195000000,0,,0
D--11388,D--11388,K11 - CL70A,,4.655982949784200000,-74.059623125298300000,0,,0
D--11389,D--11389,K13 - CL66,,4.652955449476030000,-74.062999127684500000,0,,0
D--11390,D--11390,K13 - CL60,,4.647279616050410000,-74.063891461263800000,0,,0
D--11391,D--11391,K13 - CL55,,4.642663949228790000,-74.064696628303400000,0,,0
D--11392,D--11392,K13 - CL52,,4.639449449500170000,-74.065217628796600000,0,,0
D--11393,D--11393,K13 - CL48,,4.635577616052330000,-74.065879462489900000,0,,0
D--11394,D--11394,K13 - CL43A,,4.631152949145840000,-74.066607129953000000,0,,0
D--11395,D--11395,K13 - CL37,,4.625635616203610000,-74.067500463100200000,0,,0
D--11408,D--11408,K7 - CL71,,4.654069541001840000,-74.055862593528600000,0,,0
D--11409,D--11409,K7- CL66,,4.650477283128200000,-74.058569124401100000,0,,0
D--11410,D--11410,K7 - CL60,,4.646124616360450000,-74.060946792626800000,0,,0
D--11411,D--11411,K7 - CL55,,4.641840116261910000,-74.062406460246700000,0,,0
D--11412,D--11412,K7 - CL51,,4.637923116157300000,-74.063366460611700000,0,,0
D--11413,D--11413,K7 - CL45,,4.632097616337230000,-74.064098795105800000,0,,0
D--11414,D--11414,K7 - CL40,,4.627951782433570000,-74.065303628368000000,0,,0
D--11415,D--11415,K7 - CL36,,4.624314782912560000,-74.066222129477900000,0,,0
D--11416,D--11416,K7 - CL33,,4.620516282808780000,-74.067527630379400000,0,,0
D--11423,D--11423,Museo Nacional B - 4 ó 6,,4.615620989636040000,-74.069005688721600000,0,,0
D--11424,D--11424,Museo Nacional B - 1 ó 5,,4.615474466196500000,-74.069202730867900000,0,,0
D--11439,D--11439,CL72 - K10,,4.656873950161200000,-74.058554957492400000,0,,0
D--11471,D--11471,CL76 - K11,,4.661881450415930000,-74.057478623694300000,0,,0
D--11474,D--11474,Av Suba - K110,,4.749060619411090000,-74.100330650881700000,0,,0
D--11475,D--11475,Av Suba - K114D,,4.750387829131850000,-74.103673854007600000,0,,0
D--11476,D--11476,Av Suba - K110A,,4.748639118549780000,-74.099971317582100000,0,,0
D--11504,D--11504,K7 - CL117,,4.694813784162350000,-74.032814107007600000,0,,0
D--11505,D--11505,K7  -  CL114,,4.691937284099880000,-74.033934441115900000,0,,0
D--11506,D--11506,K7  -  CL101,,4.680978783832400000,-74.037728277052900000,0,,0
D--11507,D--11507,K7  -  CL94,,4.675055450365600000,-74.041071946013600000,0,,0
D--11508,D--11508,K7 - CL90,,4.669264283563900000,-74.044956948650700000,0,,0
D--11509,D--11509,K7  -  CL86,,4.666823283505950000,-74.046090449409300000,0,,0
D--11510,D--11510,K7  -  CL81,,4.662821116746890000,-74.049050451410400000,0,,0
D--11511,D--11511,K7 - CL75,,4.657318283291610000,-74.054036454740700000,0,,0
D--11517,D--11517,K11 - CL100,,4.682000117212120000,-74.043751281176600000,0,,0
D--11518,D--11518,K11 - CL95,,4.679478950481930000,-74.045049948722000000,0,,0
D--11519,D--11519,K11 - CL93,,4.674702117035800000,-74.047473450357100000,0,,0
D--11520,D--11520,K11 - CL86A,,4.670090116931700000,-74.050030118738700000,0,,0
D--11521,D--11521,K11 - CL82,,4.667395283538190000,-74.051858786631000000,0,,0
D--11522,D--11522,K11  -  CL75,,4.660412283376830000,-74.056576623097300000,0,,0
D--11557,D--11557,CL26 - KR103,,4.690376617618180000,-74.131431502272100000,0,,0
D--11558,D--11558,CL26 - KR106,,4.694221784383520000,-74.136064004877700000,0,,0
D--11559,D--11559,Muelle Internacional,,4.697834060735090000,-74.140772866060900000,0,,0
D--11561,D--11561,CAC,,4.692797784349760000,-74.135988671493600000,0,,0
D--11562,D--11562,Aeronáutica Civil,,4.690347950948350000,-74.132756003017700000,0,,0
D--11595,D--11595,K7 - CL87,,4.665827450146250000,-74.046397449616200000,0,,0
D--11596,D--11596,K7 - CL92,,4.670699116933580000,-74.044069281377800000,0,,0
D--11597,D--11597,K7 - CL94,,4.674555950356950000,-74.041305279501800000,0,,0
D--11598,D--11598,K7 - CL100,,4.680410450491190000,-74.037680443692700000,0,,0
D--11599,D--11599,K7 - CL114,,4.692500117439400000,-74.033425274091800000,0,,0
D--11675,D--11675,K7 - CL78,,4.660114116687520000,-74.051427119664700000,0,,0
D--11676,D--11676,K7 - CL106,,4.685684100875240000,-74.035283859667900000,0,,0
D--11678,D--11678,K7 - CL110,,4.688957117360810000,-74.034565441552100000,0,,0
D--11681,D--11681,K7 - CL116,,4.693363784129620000,-74.033133440558700000,0,,0
D--11683,D--11683,K7 - CL119B,,4.696859450882350000,-74.031259105928000000,0,,0
D--11684,D--11684,K7 - CL124,,4.700087284280640000,-74.028678604126700000,0,,0
D--11686,D--11686,K7 - CL127B,,4.705220117745050000,-74.028461937312900000,0,,0
D--11688,D--11688,K7 - CL130,,4.708917777437350000,-74.028482519186600000,0,,0
D--11690,D--11690,CL134 - K7,,4.711922117916910000,-74.029832271617800000,0,,0
D--11692,D--11692,K7 - CL132,,4.711192784559280000,-74.029184104489200000,0,,0
D--11694,D--11694,K7  -  CL127B,,4.705250578230580000,-74.028729715331000000,0,,0
D--11696,D--11696,K7  -  CL124,,4.700940784307020000,-74.028757270850200000,0,,0
D--11697,D--11697,K7 - CL118,,4.695446450846280000,-74.032414773399900000,0,,0
D--11699,D--11699,K7  -  CL116,,4.692730617449230000,-74.033657940924900000,0,,0
D--11701,D--11701,K7  -  CL110,,4.689506784039370000,-74.034847775079200000,0,,0
D--11702,D--11702,K7 - CL97A,,4.678155617100910000,-74.039766611782400000,0,,0
D--11704,D--11704,K7 - CL79,,4.660545950031720000,-74.051208119515900000,0,,0
D--11705,D--11705,K11 - CL78,,4.663233116772330000,-74.054638288481100000,0,,0
D--11706,D--11706,K7  - CL106,,4.684453783915780000,-74.036137109292100000,0,,0
D--11720,D--11720,CL67A Sur - Av. Caracas,,4.531094946969960000,-74.118777828237000000,0,,0
D--11721,D--11721,ESCUELA ARTILLERIA S-N,,4.547769447393300000,-74.121110662935600000,0,,0
